Protokollnummer,Name,Position,Partei,Geschlecht,Jahrgang,Oberthema,Unterthema,Dreiklang
49,Jonas Weber,Abg,SPD,m,1982,,,
49,Katrin Steinhuelb Joos,Abg,SPD,w,1966,,,
49,Martin Rivoir,Abg,SPD,m,1960,,,
49,Sascha Binder,Abg,SPD,m,1983,,,
50,Andreas Stoch,Abg,SPD,m,1969,,,
50,Dr Boris Weirauch,Abg,SPD,m,1977,,,
50,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
50,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
50,Florian Wahl,Abg,SPD,m,1984,,,
50,Jonas Weber,Abg,SPD,m,1982,,,
50,Katrin Steinhuelb Joos,Abg,SPD,w,1966,,,
50,Nicolas Fink,Abg,SPD,m,1976,,,
50,Nicolas Fink,Abg,SPD,m,1976,,,
50,Sascha Binder,Abg,SPD,m,1983,,,
50,Sebastian Cuny,Abg,SPD,m,1978,,,
50,Tobias Wald,Abg,SPD,m,1973,,,
51,Andreas Stoch,Abg,SPD,m,1969,,,
51,Dr Boris Weirauch,Abg,SPD,m,1977,,,
51,Dr Boris Weirauch,Abg,SPD,m,1977,,,
51,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
51,Hans Peter Storz,Abg,SPD,m,1960,,,
51,Jonas Hoffmann,Abg,SPD,m,1985,,,
51,Sascha Binder,Abg,SPD,m,1983,,,
51,Sascha Binder,Abg,SPD,m,1983,,,
52,Dr Stefan Fulst Blei,Abg,SPD,m,1968,,,
52,Gabriele Rolland,Abg,SPD,w,1963,,,
52,Gernot Gruber,Abg,SPD,m,1963,,,
52,Hans Peter Storz,Abg,SPD,m,1960,,,
52,Jan Peter Roederer,Abg,SPD,m,1986,,,
52,Jonas Weber,Abg,SPD,m,1982,,,
52,Klaus Ranger,Abg,SPD,m,1961,,,
52,Martin Rivoir,Abg,SPD,m,1960,,,
52,Sascha Binder,Abg,SPD,m,1983,,,
53,Gabriele Rolland,Abg,SPD,w,1963,,,
53,Jonas Hoffmann,Abg,SPD,m,1985,,,
53,Jonas Weber,Abg,SPD,m,1982,,,
53,Nicolas Fink,Abg,SPD,m,1976,,,
54,Andreas Stoch ,Abg,SPD,m,1969,,,
54,Dr Boris Weirauch,Abg,SPD,m,1977,,,
54,Dr Boris Weirauch,Abg,SPD,m,1977,,,
54,Dr Boris Weirauch,Abg,SPD,m,1977,,,
54,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
54,Gernot Gruber,Abg,SPD,m,1963,,,
54,Martin Rivoir,Abg,SPD,m,1960,,,
54,Nicolas Fink,Abg,SPD,m,1976,,,
54,Nicolas Fink,Abg,SPD,m,1976,,,
55,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
55,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
55,Katrin Steinhuelb Joos,Abg,SPD,w,1966,,,
55,Sascha Binder,Abg,SPD,m,1983,,,
56,Andreas Stoch,Abg,SPD,m,1969,,,
56,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
56,Dr Stefan Fulst Blei,Abg,SPD,m,1968,,,
56,Dr Stefan Fulst Blei,Abg,SPD,m,1968,,,
56,Dr Stefan Fulst Blei,Abg,SPD,m,1968,,,
56,Florian Wahl,Abg,SPD,m,1984,,,
56,Florian Wahl,Abg,SPD,m,1984,,,
56,Gabriele Rolland,Abg,SPD,w,1963,,,
56,Jonas Weber,Abg,SPD,m,1982,,,
56,Jonas Weber,Abg,SPD,m,1982,,,
56,Katrin Steinhuelb Joos,Abg,SPD,w,1966,,,
56,Katrin Steinhuelb Joos,Abg,SPD,w,1966,,,
57,Andreas Kenner,Abg,SPD,m,1956,,,
57,Andreas Kenner,Abg,SPD,m,1956,,,
57,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
57,Dr Stefan Fulst Blei,Abg ,SPD,m,1968,,,
57,Gabriele Rolland,Abg,SPD,w,1963,,,
57,Jonas Weber,Abg,SPD,m,1982,,,
57,Katrin Steinhuelb Joos,Abg,SPD,w,1966,,,
57,Nicolas Fink,Abg,SPD,m,1976,,,
58,Andreas Stoch,Abg ,SPD,m,1969,,,
58,Dr Boris Weirauch,Abg ,SPD,m,1977,,,
58,Jonas Hoffmann,Abg ,SPD,m,1985,,,
58,Nicolas Fink,Abg ,SPD,m,1976,,,
58,Sascha Binder,Abg ,SPD,m,1983,,,
59,Dr Boris Weirauch,Abg,SPD,m,1977,,,
59,Dr Dorothea Kliche Behnke,Abg ,SPD,w,1981,,,
59,Dr Dorothea Kliche Behnke,Abg,SPD,w,1981,,,
59,Florian Wahl,Abg,SPD,m,1984,,,
59,Gabriele Rolland,Abg,SPD,w,1963,,,
59,Gabriele Rolland,Abg,SPD,w,1963,,,
59,Sascha Binder,Abg,SPD,m,1983,,,
59,Sascha Binder,Abg,SPD,m,1983,,,
60,Andreas Stoch,Abg,SPD,m,1969,,,
60,Dr Boris Weirauch,Abg,SPD,m,1977,,,
60,Dr Stefan Fulst Blei,Abg,SPD,m,1968,,,
60,Gernot Gruber,Abg,SPD,m,1963,,,
60,Hans Peter Storz,Abg,SPD,m,1960,,,
60,Hans Peter Storz,Abg,SPD,m,1960,,,
60,Jan Peter Roederer,Abg,SPD,m,1986,,,
60,Jonas Hoffmann,Abg,SPD,m,1985,,,
61,Gernot Gruber,Abg,SPD,m,1963,,,
61,Jonas Hoffmann,Abg,SPD,m,1985,,,
61,Jonas Hoffmann,Abg,SPD,m,1985,,,
61,Jonas Hoffmann,Abg,SPD,m,1985,,,
61,Sascha Binder,Abg,SPD,m,1983,,,
62,Dr Boris Weirauch,Abg,SPD,m,1977,,,
62,Dr Stefan Fulst Blei,Abg,SPD,m,1968,,,
62,Dr Stefan Fulst Blei,Abg,SPD,m,1968,,,
62,Gabriele Rolland,Abg,SPD,w,1963,,,
62,Gernot Gruber,Abg,SPD,m,1963,,,
62,Hans Peter Storz,Abg,SPD,m,1960,,,
62,Jonas Hoffmann,Abg,SPD,m,1985,,,
62,Jonas Weber,Abg,SPD,m,1982,,,
62,Klaus Ranger,Abg,SPD,m,1961,,,
62,Sascha Binder,Abg,SPD,m,1983,,,
63,Andreas Stoch,Abg,SPD,m,1969,,,
63,Dr Boris Weirauch,Abg,SPD,m,1977,,,
63,Dr Boris Weirauch,Abg,SPD,m,1977,,,
63,Florian Wahl,Abg,SPD,m,1984,,,
63,Gabriele Rolland,Abg,SPD,w,1963,,,
63,Gernot Gruber,Abg,SPD,m,1963,,,
63,Jonas Weber,Abg,SPD,m,1982,,,
63,Katrin Steinhuelb Joos,Abg,SPD,w,1966,,,
63,Katrin Steinhuelb Joos,Abg,SPD,w,1966,,,
63,Nicolas Fink,Abg,SPD,m,1976,,,
64,Andreas Kenner,Abg,SPD,m,1956,,,
64,Dr Boris Weirauch,Abg,SPD,m,1977,,,
64,Nicolas Fink,Abg,SPD,m,1976,,,
64,Sascha Binder,Abg,SPD,m,1983,,,
