Protokollnummer,Name,Position,Partei,Geschlecht,Jahrgang,Oberthema,Unterthema,Dreiklang
50,Ulli Hockenberger,Abg,CDU,m,1956,Finanzen,Haushalt,1
51,Andreas Deuschle,Abg,CDU,m,1978,Finanzen,Haushalt,1
51,Ansgar Mayr,Abg,CDU,m,1972,Finanzen,Haushalt,1
51,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Finanzen,Haushalt,1
51,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Finanzen,Haushalt,1
51,Katrin Schindele,Abg,CDU,m,1987,Finanzen,Haushalt,1
51,Manuel Hagel,Abg,CDU,m,1988,Finanzen,Haushalt,1
51,Marion Gentges,Ministerin,CDU,w,1971,Finanzen,Haushalt,1
51,Stefan Teufel,Abg,CDU,m,1972,Finanzen,Haushalt,1
51,Thomas Blenke,Abg,CDU,m,1960,Finanzen,Haushalt,1
51,Thomas Strobl,Minister,CDU,m,1960,Finanzen,Haushalt,1
51,Ulli Hockenberger,Abg,CDU,m,1956,Finanzen,Haushalt,1
52,Andreas Deuschle,Abg,CDU,m,1978,Finanzen,Haushalt,1
52,Andreas Sturm,Abg,CDU,m,1974,Finanzen,Haushalt,1
52,Dr Albrecht Schuette,Abg,CDU,m,1970,Finanzen,Haushalt,1
52,Dr Albrecht Schuette,Abg,CDU,m,1970,Finanzen,Haushalt,1
52,Dr Albrecht Schuette,Abg,CDU,m,1970,Finanzen,Haushalt,1
52,Dr Alexander Becker,Abg,CDU,m,1972,Finanzen,Haushalt,1
52,Klaus Burger,Abg,CDU,m,1958,Finanzen,Haushalt,1
52,Manuel Hailfinger,Abg,CDU,m,1982,Finanzen,Haushalt,1
52,Peter Hauk,Minister,CDU,m,1960,Finanzen,Haushalt,1
52,Raimund Haser,Abg,CDU,m,1975,Finanzen,Haushalt,1
52,Thomas Doerflinger,Abg,CDU,m,1969,Finanzen,Haushalt,1
52,Tim Bueckner,Abg,CDU,m,1983,Finanzen,Haushalt,1
53,Christine Neumann Martin,Abg,CDU,w,1986,Finanzen,Haushalt,1
53,Dr Wolfgang Reinhart,Abg,CDU,m,1956,Finanzen,Haushalt,1
53,Guido Wolf,Abg,CDU,m,1961,Finanzen,Haushalt,1
53,Nicole Razavi,Ministerin,CDU,w,1965,Finanzen,Haushalt,1
53,Tobias Wald,Abg,CDU,m,1973,Finanzen,Haushalt,1
54,Tobias Wald,Abg,CDU,m,1973,Finanzen,Haushalt,1
54,Tobias Wald,Abg,CDU,m,1973,Finanzen,Sonstiges Finanzen,1
57,Sarah Schweizer,Abg,CDU,w,1983,Finanzen,Investitionen,1
58,Sarah Schweizer,Abg ,CDU,w,1983,Finanzen,Investitionen,1
58,Thomas Strobl,Minister,CDU,m,1960,Finanzen,Sonstiges Finanzen ,1
58,Ulli Hockenberger,Abg ,CDU,m,1956,Finanzen,Sonstiges Finanzen ,1
60,Tobias Wald,Abg,CDU,m,1973,Finanzen,Energiepreispauschale,1
61,Thomas Strobl,Minister,CDU,m,1960,Finanzen,Sonstiges Finanzen ,1
61,Tobias Wald,Abg,CDU,m,1973,Finanzen,Energiepauschale,1
61,Ulli Hockenberger,Abg,CDU,m,1956,Finanzen,Sonstiges Finanzen ,1
63,Tobias Wald,Abg,CDU,m,1973,Finanzen,Steuerpolitik,1
8,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Schulden,1
9,Andreas Schwarz,Abg,GRUENE,m,1979,Finanzen,Haushaltsplan,1
9,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Haushaltsplan,1
10,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Haushalt,1
10,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Haushalt,1
13,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Haushalt,1
13,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Finanzen,Haushalt,1
17,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Haushalt,1
18,Andreas Schwarz,Abg,GRUENE,m,1979,Finanzen,Haushalt,1
18,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Haushalt,1
19,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Steuerpolitik,1
19,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Steuerpolitik,1
22,Andreas Schwarz,Abg,GRUENE,m,1979,Finanzen,Haushalt,1
22,Daniel Lede Abal,Abg,GRUENE,m,1976,Finanzen,Haushalt,1
22,Daniela Evers,Abg,GRUENE,w,1971,Finanzen,Haushalt,1
22,Daniela Evers,Abg,GRUENE,w,1971,Finanzen,Haushalt,1
22,Felix Herkens,Abg,GRUENE,m,1995,Finanzen,Haushalt,1
22,Martina Braun,Abg,GRUENE,w,1960,Finanzen,Haushalt,1
22,Oliver Hildenbrand,Abg,GRUENE,m,1988,Finanzen,Haushalt,1
22,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Finanzen,Haushalt,1
23,Erwin Koehler,Abg,GRUENE,m,1995,Finanzen,Haushalt,1
23,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Finanzen,Haushalt,1
23,Jutta Niemann,Abg,GRUENE,w,1971,Finanzen,Haushalt,1
23,Manfred Lucha,Minister,GRUENE,m,1961,Finanzen,Haushalt,1
23,Norbert Knopf,Abg,GRUENE,m,1967,Finanzen,Haushalt,1
23,Petra Haeffner,Abg,GRUENE,w,1964,Finanzen,Haushalt,1
23,Petra Krebs,Abg,GRUENE,w,1969,Finanzen,Haushalt,1
23,Petra Olschowski,Staatssekretaerin,GRUENE,w,1965,Finanzen,Haushalt,1
23,Silke Gericke,Abg,GRUENE,w,1974,Finanzen,Haushalt,1
23,Thekla Walker,Ministerin,GRUENE,w,1969,Finanzen,Haushalt,1
23,Theresa Schopper,Ministerin,GRUENE,w,1961,Finanzen,Haushalt,1
23,Theresia Bauer,Ministerin,GRUENE,w,1965,Finanzen,Haushalt,1
23,Thomas Poreski,Abg,GRUENE,m,1963,Finanzen,Haushalt,1
23,Winfried Hermann,Minister,GRUENE,m,1952,Finanzen,Haushalt,1
24,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Haushalt,1
24,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Haushalt,1
24,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Finanzen,Haushalt,1
24,Susanne Bay,Abg,GRUENE,w,1965,Finanzen,Haushalt,1
25,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Haushalt,1
25,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Steuerpolitik,1
25,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Haushalt,1
25,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Steuerpolitik,1
34,Alexander Salomon,Abg,GRUENE,m,1986,Finanzen,Steuerpolitik,1
34,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Steuerpolitik,1
34,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Steuerpolitik,1
34,Peter Seimer,Abg,GRUENE,m,1993,Finanzen,Steuerpolitik,1
44,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Haushalt,1
46,Alexander Salomon,Abg,GRUENE,m,1986,Finanzen,Steuerpolitik,1
46,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Steuerpolitik,1
47,Tayfun Tok,Abg,GRUENE,m,1986,Finanzen,Sonstiges Finanzen,1
48,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Haushalt,1
49,Andreas Schwarz,Abg,GRUENE,m,1979,Finanzen,Haushalt,1
49,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Haushalt,1
49,Thomas Hentschel,Abg,GRUENE,m,1964,Finanzen,Steuerpolitik,1
50,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Sonstiges Finanzen,1
50,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Haushalt,1
50,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Haushalt,1
50,Peter Seimer,Abg,GRUENE,m,1993,Finanzen,Sonstiges Finanzen,1
51,Andreas Schwarz,Abg,GRUENE,m,1979,Finanzen,Haushalt,1
51,Daniela Evers,Abg,GRUENE,w,1971,Finanzen,Haushalt,1
51,Felix Herkens,Abg,GRUENE,m,1995,Finanzen,Haushalt,1
51,Manfred Lucha,Minister,GRUENE,m,1961,Finanzen,Haushalt,1
51,Oliver Hildenbrand,Abg,GRUENE,m,1988,Finanzen,Haushalt,1
51,Peter Seimer,Abg,GRUENE,m,1993,Finanzen,Haushalt,1
51,Petra Krebs,Abg,GRUENE,w,1969,Finanzen,Haushalt,1
51,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Finanzen,Haushalt,1
52,Alexander Salomon,Abg,GRUENE,m,1986,Finanzen,Haushalt,1
52,Arne Braun,Staatssekretaer,GRUENE,m,1965,Finanzen,Haushalt,1
52,Daniel Lede Abal,Abg,GRUENE,m,1976,Finanzen,Haushalt,1
52,Erwin Koehler,Abg,GRUENE,m,1995,Finanzen,Haushalt,1
52,Jutta Niemann,Abg,GRUENE,w,1971,Finanzen,Haushalt,1
52,Petra Haeffner,Abg,GRUENE,w,1964,Finanzen,Haushalt,1
52,Petra Olschowski,Ministerin,GRUENE,w,1965,Finanzen,Haushalt,1
52,Reinhold Pix,Abg,GRUENE,m,1955,Finanzen,Haushalt,1
52,Silke Gericke,Abg,GRUENE,w,1974,Finanzen,Haushalt,1
52,Thekla Walker,Ministerin,GRUENE,w,1969,Finanzen,Haushalt,1
52,Theresa Schopper,Ministerin,GRUENE,w,1961,Finanzen,Haushalt,1
52,Thomas Poreski,Abg,GRUENE,m,1963,Finanzen,Haushalt,1
52,Winfried Hermann,Minister,GRUENE,m,1952,Finanzen,Haushalt,1
53,Cindy Holmberg,Abg,GRUENE,w,1975,Finanzen,Haushalt,1
53,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Haushalt,1
53,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Haushalt,1
53,Thomas Hentschel,Abg,GRUENE,m,1964,Finanzen,Haushalt,1
54,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Haushalt,1
54,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Sonstiges Finanzen,1
54,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Haushalt,1
54,Peter Seimer,Abg,GRUENE,m,1993,Finanzen,Sonstiges Finanzen,1
57,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Investitionen,1
57,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Investitionen,1
58,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Finanzen,Investitionen,1
58,Dr Markus Roesler,Abg ,GRUENE,m,1961,Finanzen,Investitionen,1
58,Dr Markus Roesler,Abg ,GRUENE,m,1961,Finanzen,Sonstiges Finanzen ,1
60,Peter Seimer,Abg,GRUENE,m,1993,Finanzen,Energiepreispauschale,1
61,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Energiepauschale,1
61,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Sonstiges Finanzen ,1
61,Peter Seimer,Abg,GRUENE,m,1993,Finanzen,Energiepauschale,1
63,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Finanzen,Steuerpolitik,1
63,Dr Markus Roesler,Abg,GRUENE,m,1961,Finanzen,Steuerpolitik,1
16,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Fluechtlings  und Integrationspolitik,Kriminalitaet,3
16,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Kriminalitaet,3
19,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Versorgung,3
23,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,Migrationspolitik,3
23,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Migrationspolitik,3
29,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,Abschiebungen,3
29,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Abschiebungen,3
33,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,Ukraine,3
33,Marion Gentges,Ministerin,CDU,w,1971,Fluechtlings  und Integrationspolitik,Ukraine,3
37,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Fluechtlings  und Integrationspolitik,Abschiebungen,3
37,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Abschiebungen,3
41,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,allgemein,3
41,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,allgemein,3
45,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,Versorgung,3
45,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Versorgung,3
46,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,Versorgung,3
46,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Versorgung,3
49,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,Versorgung,3
49,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Versorgung,3
50,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Kriminalitaet,3
50,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Ukraine,3
56,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Kriminalitaet,3
62,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,Ukraine,3
62,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Fluechtlings  und Integrationspolitik,Ukraine,3
64,Andreas Deuschle,Abg,CDU,m,1978,Fluechtlings  und Integrationspolitik,Versorgung,3
64,Marion Gentges,Ministerin,CDU,w,1971,Fluechtlings  und Integrationspolitik,Versorgung,3
16,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Kriminalitaet,3
19,Petra Krebs,Abg,GRUENE,w,1969,Fluechtlings  und Integrationspolitik,Versorgung,3
19,Thomas Marwein,Abg,GRUENE,m,1958,Fluechtlings  und Integrationspolitik,Versorgung,3
23,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Migrationspolitik,3
29,Daniela Evers,Abg,GRUENE,w,1971,Fluechtlings  und Integrationspolitik,Abschiebungen,3
31,Michael Joukov,Abg,GRUENE,m,1981,Fluechtlings  und Integrationspolitik,Ukraine,3
31,Sandra Boser,Staatssekretaerin,GRUENE,w,1976,Fluechtlings  und Integrationspolitik,Ukraine,3
33,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Ukraine,3
37,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Abschiebungen,3
41,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,allgemein,3
41,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,allgemein,3
45,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Versorgung,3
46,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Versorgung,3
49,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Versorgung,3
62,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Ukraine,3
64,Daniel Lede Abal,Abg,GRUENE,m,1976,Fluechtlings  und Integrationspolitik,Versorgung,3
57,Carola Wolle,Abg,AfD,w,1963,Gesellschaft,Kinder und Jugendliche,3
11,Dr Albrecht Schuette,Abg,CDU,m,1970,Gesellschaft,Kultur,3
16,Andreas Sturm,Abg,CDU,m,1974,Gesellschaft,Jugendlandtag,3
16,Christiane Staab,Abg,CDU,w,1968,Gesellschaft,Kinder und Jugendliche,3
16,Volker Schebesta,Staatssekretaer,CDU,m,1971,Gesellschaft,Kinder und Jugendliche,3
17,Dr Alexander Becker,Abg,CDU,m,1972,Gesellschaft,Frauenpolitik,3
28,Isabell Huber,Abg,CDU,w,1987,Gesellschaft,Frauenpolitik,3
31,Matthias Miller,Abg,CDU,m,1991,Gesellschaft,Buerger,3
32,Isabell Huber,Abg,CDU,w,1987,Gesellschaft,Frauenpolitik,3
34,Andreas Sturm,Abg,CDU,m,1974,Gesellschaft,Kultur,3
41,Andreas Sturm,Abg,CDU,m,1974,Gesellschaft,Ehrenamt,3
41,Volker Schebesta,Staatssekretaer,CDU,m,1971,Gesellschaft,Kinder und Jugendliche,3
41,Volker Schebesta,Staatssekretaer,CDU,m,1971,Gesellschaft,Kinder und Jugendliche,3
42,Ansgar Mayr,Abg,CDU,m,1972,Gesellschaft,Kinder und Jugendliche,3
47,Christian Gehring,Abg,CDU,m,1979,Gesellschaft,Gluecksspiel,3
47,Thomas Strobl,Minister,CDU,m,1960,Gesellschaft,Gluecksspiel,3
48,Christiane Staab,Abg,CDU,w,1968,Gesellschaft,Kinder und Jugendliche,3
48,Volker Schebesta,Staatssekretaer,CDU,m,1971,Gesellschaft,Kinder und Jugendliche,3
49,Ansgar Mayr,Abg,CDU,m,1972,Gesellschaft,Betreuungsrecht,3
50,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Gesellschaft,Buerger,3
50,Winfried Mack,Abg,CDU,m,1965,Gesellschaft,Buerger,3
54,Ansgar Mayr,Abg,CDU,m,1972,Gesellschaft,Betreuungsgesetz,3
55,Christine Neumann Martin,Abg,CDU,w,1986,Gesellschaft,Frauenpolitik,3
55,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Gesellschaft,Frauenpolitik,3
57,Andreas Sturm,Abg,CDU,m,1974,Gesellschaft,Kinder und Jugendliche,3
57,Thomas Strobl,Minister,CDU,m,1960,Gesellschaft,Frauenpolitik,3
59,Isabell Huber,Abg,CDU,w,1987,Gesellschaft,Frauenpolitik,3
59,Isabell Huber,Abg,CDU,w,1987,Gesellschaft,Frauenpolitik,3
62,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Gesellschaft,Frauenpolitik,3
62,Thomas Strobl,Minister,CDU,m,1960,Gesellschaft,Frauenpolitik,3
7,Manfred Lucha,Minister,GRUENE,m,1961,Gesellschaft,Ehrenamt,
11,Erwin Koehler,Abg,GRUENE,m,1995,Gesellschaft,Kultur,3
11,Manfred Lucha,Minister,GRUENE,m,1961,Gesellschaft,Inklusion,3
11,Theresia Bauer,Ministerin,GRUENE,w,1965,Gesellschaft,Kultur,3
16,Dorothea Wehinger,Abg,GRUENE,w,1953,Gesellschaft,Kinder und Jugendliche,3
16,Erwin Koehler,Abg,GRUENE,m,1995,Gesellschaft,Jugendlandtag,3
17,Stefanie Seemann,Abg,GRUENE,w,1959,Gesellschaft,Frauenpolitik,3
19,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Inklusion,3
28,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Frauenpolitik,3
28,Stefanie Seemann,Abg,GRUENE,w,1959,Gesellschaft,Frauenpolitik,3
31,Ayla Cataltepe,Abg,GRUENE,w,1972,Gesellschaft,Buerger,3
31,Beate Boehlen,Buergerbeauftragte,GRUENE,w,1966,Gesellschaft,Buerger,3
32,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Gesellschaft,,3
34,Erwin Koehler,Abg,GRUENE,m,1995,Gesellschaft,Kultur,3
34,Petra Olschowski,Staatssekretaerin,GRUENE,w,1965,Gesellschaft,Kultur,3
38,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Inklusion,3
41,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Ehrenamt,3
41,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Kinder  und Jugendliche,3
41,Stefanie Seemann,Abg,GRUENE,w,1959,Gesellschaft,Ehrenamt,3
42,Manfred Lucha,Minister,GRUENE,m,1961,Gesellschaft,Kinder und Jugendliche,3
42,Oliver Hildenbrand,Abg,GRUENE,m,1988,Gesellschaft,Kinder und Jugendliche,3
47,Norbert Knopf,Abg ,GRUENE,m,1967,Gesellschaft,Gluecksspiel,3
48,Dorothea Wehinger,Abg,GRUENE,w,1953,Gesellschaft,Kinder und Jugendliche,3
49,Hermann Katzenstein,Abg,GRUENE,m,1952,Gesellschaft,Kinder und Jugendliche,3
49,Manfred Lucha,Minister ,GRUENE,m,1961,Gesellschaft,Betreuungsrecht,3
49,Nadyne Saint Cast,Abg,GRUENE,w,1979,Gesellschaft,Kinder und Jugendliche,3
49,Thomas Poreski,Abg,GRUENE,m,1963,Gesellschaft,Kinder und Jugendliche,3
49,Thomas Poreski,Abg,GRUENE,m,1963,Gesellschaft,Betreuungsrecht,3
49,Winfried Hermann,Minister,GRUENE,m,1952,Gesellschaft,Kinder und Jugendliche,3
50,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Kinder und Jugendliche,3
50,Oliver Hildenbrand,Abg,GRUENE,m,1988,Gesellschaft,Buerger,3
54,Manfred Lucha,Minister,GRUENE,m,1961,Gesellschaft,Betreuungsgesetz,3
54,Thomas Poreski,Abg,GRUENE,m,1963,Gesellschaft,Betreuungsgesetz,3
55,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Frauenpolitik,3
55,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Frauenpolitik,3
55,Stefanie Seemann,Abg,GRUENE,w,1959,Gesellschaft,Frauenpolitik,3
55,Stefanie Seemann,Abg,GRUENE,w,1959,Gesellschaft,Frauenpolitik,3
57,Dorothea Wehinger,Abg,GRUENE,w,1953,Gesellschaft,Kinder und Jugendliche,3
59,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Frauenpolitik,3
59,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesellschaft,Frauenpolitik,3
59,Stefanie Seemann,Abg ,GRUENE,w,1959,Gesellschaft,Frauenpolitik,3
59,Stefanie Seemann,Abg,GRUENE,w,1959,Gesellschaft,Frauenpolitik,3
62,Fadime Tuncer,Abg,GRUENE,w,1969,Gesellschaft,Frauenpolitik,3
32,Stefanie Seemann,Abg,GRUENE,w,1959,Gesellschft,Frauenpolitik,3
36,Dr Albrecht Schuette,Abg,CDU,m,1970,Gesundheitspolitik,Datenschutz,1
40,Stefan Teufel,Abg,CDU,m,1972,Gesundheitspolitik,Datenschutz,1
49,Dr Michael Preusch,Abg,CDU,m,1975,Gesundheitspolitik,Gesundheitseinrichtungen,1
56,Dr Michael Preusch,Abg,CDU,m,1975,Gesundheitspolitik,Digitalisierung,1
56,Dr Michael Preusch,Abg,CDU,m,1975,Gesundheitspolitik,Digitalisierung,1
59,Ansgar Mayr,Abg,CDU,m,1972,Gesundheitspolitik,Gesundheitseinrichtungen,1
59,Dr Michael Preusch,Abg,CDU,m,1975,Gesundheitspolitik,Gesundheitseinrichtungen,1
59,Isabell Huber,Abg,CDU,w,1987,Gesundheitspolitik,Gesundheitseinrichtungen,1
63,Tim Bueckner,Abg,CDU,m,1983,Gesundheitspolitik,Landespflegekammer,3
7,Manfred Lucha,Minister,GRUENE,m,1961,Gesundheitspolitik,Gesundheitseinrichtungen,
32,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesundheitspolitik,,1
35,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesundheitspolitik,Gesundheitseinrichtungen,1
36,Norbert Knopf,Abg,GRUENE,m,1967,Gesundheitspolitik,Datenschutz,1
36,Theresia Bauer,Ministerin,GRUENE,w,1965,Gesundheitspolitik,Datenschutz,1
40,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesundheitspolitik,Datenschutz,1
40,Norbert Knopf,Abg,GRUENE,m,1967,Gesundheitspolitik,Datenschutz,1
43,Dr Susanne Aschhoff,Abg,GRUENE,w,1971,Gesundheitspolitik,Gesundheitseinrichtungen,1
43,Theresia Bauer,Ministerin,GRUENE,w,1965,Gesundheitspolitik,Gesundheitseinrichtungen,1
47,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Gesundheitspolitik,Gesundheitseinrichtungen,1
49,Norbert Knopf,Abg,GRUENE,m,1967,Gesundheitspolitik,Gesundheitseinrichtungen,1
49,Petra Olschowski,Ministerin,GRUENE,w,1965,Gesundheitspolitik,Gesundheitseinrichtungen,1
56,Manfred Lucha,Minister,GRUENE,m,1961,Gesundheitspolitik,Digitalisierung,1
56,Manfred Lucha,Minister,GRUENE,m,1961,Gesundheitspolitik,Digitalisierung,1
56,Norbert Knopf,Abg,GRUENE,m,1967,Gesundheitspolitik,Digitalisierung,1
56,Norbert Knopf,Abg,GRUENE,m,1967,Gesundheitspolitik,Digitalisierung,1
59,Manfred Lucha,Minister,GRUENE,m,1961,Gesundheitspolitik,Gesundheitseinrichtungen,1
59,Petra Krebs,Abg,GRUENE,w,1969,Gesundheitspolitik,Gesundheitseinrichtungen,1
63,Manfred Lucha,Minister,GRUENE,m,1961,Gesundheitspolitik,Landespflegekammer,3
63,Petra Krebs,Abg,GRUENE,w,1969,Gesundheitspolitik,Landespflegekammer,3
31,Guido Wolf,Abg,CDU,m,1961,Medienpolitik,Medienstaatsvertrag,
42,Guido Wold,Abg,CDU,m,1961,Medienpolitik,,
49,Guido Wolf,Abg,CDU,m,1961,Medienpolitik,,
57,Guido Wolf,Abg,CDU,m,1961,Medienpolitik,,
31,Catherine Kern,Abg,GRUENE,w,1961,Medienpolitik,Medienstaatsvertrag,
31,Rudolf Hoogvliet,Staatssekretaer,GRUENE,m,1958,Medienpolitik,Medienstaatsvertrag,
42,Catherine Kern,Abg,GRUENE,w,1961,Medienpolitik,,
42,Rudolf Hoogvliet,Staatssekretaer,GRUENE,m,1958,Medienpolitik,,
49,Catherine Kern,Abg,GRUENE,w,1961,Medienpolitik,,
49,Rudolf Hoogvliet,Staatssekretaer,GRUENE,m,1958,Medienpolitik,,
57,Catherine Kern,Abg,GRUENE,w,1961,Medienpolitik,,
57,Rudolf Hoogvliet,Staatssekretaer,GRUENE,m,1958,Medienpolitik,,
13,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,OEPNV,2
13,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,Luftverkehr,2
15,Ansgar Mayr,Abg,CDU,m,1972,Mobilitaet,nachhaltige Mobilitaet,2
15,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Mobilitaet,nachhaltige Mobilitaet,2
15,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,OEPNV,2
19,Raimund Haser,Abg,CDU,m,1975,Mobilitaet,OEPNV,2
22,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,OEPNV,2
27,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Mobilitaet,Strassennetz,2
27,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,Strassennetz,2
